dep-left-nsubjpass-deps,dep-left-:-tags,dep-left-jjr-tags,dep-right-nnps-tags,concatenated-types,dep-right-advmod-deps,dep-right-appos-deps,dep-left-conj-deps,dep-right-punct-deps,dep-right-nsubjpass-deps,dep-right-dobj-deps,dep-right-advcl-deps,dep-right-rb-tags,dep-right-nn-tags,head-tag,dep-left-dist,dep-left-acomp-deps,dep-right-csubj-deps,dep-left-nnps-tags,dep-right-vbg-tags,dep-left-csubj-deps,dep-left-jjs-tags,dep-left-dative-deps,dep-left-attr-deps,dep-left-advmod-deps,dep-right-vbd-tags,dep-right-:-tags,dep-right-pobj-deps,dep-right-vbn-tags,dep-left-pobj-deps,"dep-left-,-tags",dep-left-poss-deps,dep-left-nsubj-deps,dep-left-prep-deps,dep-left-relcl-deps,dep-right-''-tags,dep-left-ccomp-deps,dep-right-dep-deps,dep-left-punct-deps,dep-left-vbz-tags,ent1-dep,dep-right-vb-tags,dep-left-npadvmod-deps,dep-right-vbz-tags,dep-dist,dep-right-ccomp-deps,dep-left-jj-tags,dep-right-parataxis-deps,dep-right-oprd-deps,"dep-right-,-tags",dep-left-prp-tags,dep-right-md-tags,dep-left-pcomp-deps,dep-right-jj-tags,dep-right-dt-tags,dep-right-agent-deps,ent2-dep,dep-right-xcomp-deps,dep-right-dist,dep-right-npadvmod-deps,dep-left-rb-tags,dep-left-nn-tags,ent2-type,dep-left-det-deps,dep-left-dep-deps,dep-right-nnp-tags,id,dep-left-vbp-tags,dep-right-``-tags,dep-left-vbn-tags,dep-right-pcomp-deps,dep-left-vbg-tags,dep-right-acomp-deps,dep-right-jjs-tags,dep-right-relcl-deps,dep-left-compound-deps,dep-right-poss-deps,dep-left-parataxis-deps,dep-right-in-tags,dep-right-acl-deps,dep-right-nns-tags,dep-right-cd-tags,dep-left-advcl-deps,dep-left-cd-tags,label,dep-left-``-tags,dep-right-attr-deps,dep-right-conj-deps,dep-left-dt-tags,dep-left-xcomp-deps,dep-left-nns-tags,dep-right-nsubj-deps,dep-left-in-tags,dep-left-intj-deps,dep-right-prep-deps,dep-left-oprd-deps,dep-left-amod-deps,dep-left-appos-deps,ent1,dep-right-det-deps,dep-left-vbd-tags,dep-right-nummod-deps,ent2,dep-left-dobj-deps,dep-right-nmod-deps,dep-left-vb-tags,dep-right-compound-deps,dep-right-vbp-tags,dep-left-nnp-tags,sent,dep-left-acl-deps,ent1-type,dep-right-intj-deps,dep-left-agent-deps,dep-left-md-tags,dep-left-nmod-deps 
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,2,,,,,,,,,,,,appos,,0,,,,GPE,,,,843,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Montgomery,,,,Ala.,,,,,,1,"King rose to prominence after Mrs. Parks ' action in December 1955 in Montgomery , Ala. , set the stage for a boycott and subsequent demonstrations that caught the nation by surprise .",,GPE,,,,
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,843,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Ala.,,,,Montgomery,,,,,,,"King rose to prominence after Mrs. Parks ' action in December 1955 in Montgomery , Ala. , set the stage for a boycott and subsequent demonstrations that caught the nation by surprise .",,GPE,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,1,,1,,,,,,,attr,,,,4,,,,,,,,,,,,poss,,0,,,,ORG,,,,851,,,,,,,,,,,,,,,,,,WRK,,,,,,,,1,,,,,,Spencer Christian,,,,ABC,,,,,,2,"Attending were Spencer Christian of ABC 's ` ` Good Morning , America ' ' ;",,PERSON,,,,
,,,,WORK_OF_ARTORG,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,1,,,,,,,,,pobj,,,,2,,,,,,,,,,,,poss,,0,,,,ORG,,,,851,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,"` ` Good Morning , America",,,,ABC,,,,,,1,"Attending were Spencer Christian of ABC 's ` ` Good Morning , America ' ' ;",,WORK_OF_ART,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,3,,,,,,,,,,,,compound,,0,,,,GPE,,,,855,,,,,,,,,1,,,,,,,,,NON,,,,,,,,,,,,,1,BANGKOK,,,,Thailand,,,,,,2,"BANGKOK , Thailand -LRB- AP -RRB-",,GPE,,,,
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,compound,,,,3,,,,,,,,,,,,ROOT,,2,,,,GPE,,,2,855,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Thailand,,,,BANGKOK,,,,1,,,"BANGKOK , Thailand -LRB- AP -RRB-",,GPE,,,,
,,,,ORGGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,ROOT,,1,,,,GPE,,,1,855,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,AP,,,,BANGKOK,,,,,,,"BANGKOK , Thailand -LRB- AP -RRB-",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,compound,,0,,,,GPE,,,,855,,,,,,,,,1,,,,,,,,,NON,,,,,,,,,,,,,,AP,,,,Thailand,,,,,,1,"BANGKOK , Thailand -LRB- AP -RRB-",,ORG,,,,
,,,,PERSONGPE,,,,,,1,,,,PROPN,0,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,1,5,,,,,,,,,,,,pobj,,4,,,,GPE,,,1,857,,,,,,,,1,,,,1,,1,,,,NON,,,,,,,,,,1,,,,Prince Norodom Sihanouk,,,,the Soviet Union,,,,,,,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,1,VERB,5,,,,,,,,,,,,,,2,,,,2,,,1,,,,poss,,,,8,,,,,,,,,,,,pobj,,2,,,1,GPE,,,1,857,,,1,,,,,,,1,,,,,,,,NON,,,,,,,1,2,,,,,,Sihanouk,,,,the Soviet Union,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,1,VERB,3,,,,,,,,,,,,2,1,1,,,1,1,,,,,,,pobj,,,,9,1,,,,,,,,,,,pobj,,5,,,1,GPE,,,1,857,,,,,,,,,,,,2,,,,,,NON,,,,,,,,1,,2,,,,the Soviet Union,,,,Thailand,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,GPE,,,,
,,,,GPEGPE,,,,,,,,,1,VERB,5,,,,,,,,,,,,1,,2,,,,2,,,1,,,,pobj,,,,9,,,,,,,,,,,,pobj,,3,,,1,GPE,,,1,857,,,1,,,,,,,,,1,,,,,,NON,,,,,,,1,2,,1,,,,Thailand,,,,the Soviet Union,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,GPE,,,,
,,,,PERSONGPE,,1,,,,,,,1,VERB,5,,,,,,,,,,,,,,2,,,,2,,,1,,,,appos,,,,8,,,,,,,,,,,,pobj,,2,,,1,GPE,,,1,857,,,1,,,,,,,,,,,,,,,NON,,,,,,,1,2,,,,,,Norodom Ranariddh,,,,the Soviet Union,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,1,,,1,VERB,2,,,,,,,,,,,,3,1,,,1,1,,,,,,,,pobj,,,1,12,1,,,,,,,,,,,poss,,9,,,1,PERSON,,,2,857,,,,,,,,1,,,,3,,1,,,,NON,,,,,,,,,,3,,,,Prince Norodom Sihanouk,,,,Sihanouk,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,1,VERB,9,,,,,,,,,,,,,,3,,,,3,1,,1,,,1,poss,,,,12,,,,,,,,,,,,pobj,,2,,,1,PERSON,,,1,857,,,1,,,,,,,1,,,,,,,,NON,,,,,,1,1,3,,,,,,Sihanouk,,,,Prince Norodom Sihanouk,1,,,,,2,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONGPE,,,,,,1,,,1,VERB,3,,,,,,,,,,,,3,1,1,,,1,1,,,,,,,pobj,,,1,13,1,,,,,,,,,,,pobj,,9,,,1,GPE,,,2,857,,,,,,,,1,,,,3,,1,,,,NON,,,,,,,,1,,3,,,,Prince Norodom Sihanouk,,,,Thailand,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,1,,,1,VERB,2,,,,,,,,,,,,3,1,,,,1,,,,,,,,pobj,,,1,12,1,,,,,,,,,,,appos,,9,,,1,PERSON,,,2,857,,,,,,,,1,,,,3,,1,,,,NON,,,,,,,,,,3,,,1,Prince Norodom Sihanouk,,,,Norodom Ranariddh,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONPERSON,,1,,,,,,,1,VERB,9,,,,,,,,,,,,,,3,,,,3,1,,1,,,1,appos,,,,12,,,,,,,,,,,,pobj,,2,,,1,PERSON,,,1,857,,,1,,,,,,,,,,,,,,,NON,,,,,,1,1,3,,,,,,Norodom Ranariddh,,,,Prince Norodom Sihanouk,1,,,,,2,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,NOUN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,poss,,,,4,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,857,,,,,,,,,,1,,,,,,,,NON,,,,,,,,1,,,,,,Sihanouk,,,,Thailand,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,NOUN,1,,,,,,,,,,,,,,,,,,,,,,,,,poss,,,,3,,,,,,,,,,,,appos,,1,,,,PERSON,,,1,857,,,,,,,,,,1,,,,,,,,NON,,,,,,,,,,,,,1,Sihanouk,,,,Norodom Ranariddh,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONPERSON,,1,,,,,,,,NOUN,1,,,,,,,,,,,,,,,,1,,,,,,,,,appos,,,,3,,,,,,,,,,,,poss,,1,,,,PERSON,,,1,857,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Norodom Ranariddh,,,,Sihanouk,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,PERSONGPE,,1,,,,,,,,NOUN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,appos,,,,4,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,857,,,,,,,,,,,,,,,,,,LIV,,,,,,,,1,,,,,,Norodom Ranariddh,,,,Thailand,,,,,,1,"The meeting will be held at the request of the Soviet Union , which also plans direct talks with resistance leader Prince Norodom Sihanouk , said Sihanouk 's son and representative in Thailand , Prince Norodom Ranariddh .",,PERSON,,,,
,,,,GPENORP,,,,,,,,,,NOUN,2,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,5,,,,,,,,,,,,compound,,2,,,,NORP,,,1,860,,,,,,,,,2,,,1,,,,,,NON,,,,,,,,,,1,,,,Beijing,,,,Chinese,,,,,,2,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,PERSONNORP,,,,,,,,,,VERB,4,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,6,,,,,,,,,,,,compound,,1,,,1,NORP,,,1,860,,,,,,,,,2,,,,,,,,,WRK,,,,,,,1,1,,,,,,Li Zhaoxing,,,,Chinese,,,,,,2,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,PERSON,,,,
,,,,GPENORP,,,,,,,,,,VERB,4,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,1,,,7,1,,,,,,,,,,,compound,,2,,,1,NORP,,,1,860,,,,,,,,,2,,,,,,,,,NON,,,,,,,1,1,,,,,,China,,,,Chinese,,,,,,2,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,GPENORP,,,,,,1,,,,VERB,4,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,1,,,9,1,,,,,,,,,,,compound,,4,,,1,NORP,,,1,860,,,,,,,,,2,,,1,,1,,,,NON,,,,,,,,1,,1,,,,Vietnam,,,,Chinese,,,,,,2,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,,,2,,,,2,,,,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,1,,,1,GPE,,,1,860,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,2,,,,,,Li Zhaoxing,,,,Beijing,,,,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,1,VERB,2,,,,,,,,,,,,2,,,,,1,,,,1,,,,pobj,,,,7,,,,,,,,,,,,nsubj,,4,,,,GPE,,,1,860,,,,,,,,,,,,2,,,,,,NON,,,,,,,,,,2,,,,Beijing,,,,China,,,1,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,,,2,,,,2,,,,,,,nsubj,1,,,7,1,,,,,,,,,,,pobj,,2,,,1,GPE,,,1,860,,,,,,,,,,,,,,,,,,NON,,,,,,,1,2,,,,,,China,,,,Beijing,,,,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,GPEGPE,,,,,,,,,1,VERB,4,,,,,,,,,,,,2,,1,,,,1,,,1,,,,pobj,,,,9,,,,,,,,,,,,pobj,,4,,,,GPE,,,1,860,,,,,,,,,,,,2,,,,,,NON,,,,,,1,,1,,2,,,,Beijing,,,,Vietnam,1,,1,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,GPEGPE,,,,,,1,,,,VERB,4,,,,,,,,,,,,1,,2,,,,2,,,,,,,pobj,1,,,9,1,,,,,,,,,,,pobj,,4,,,1,GPE,,,1,860,,,,,,,,,,,,1,,1,,,,NON,,,,,,,,2,,1,,,,Vietnam,,,,Beijing,,,,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,2,,,,,,,,,,,,,,,,,1,,,,1,,,,nsubj,,,,4,,,,,,,,,,,,nsubj,,1,,,,GPE,,,1,860,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,,,,,,,Li Zhaoxing,,,,China,,,1,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,,,1,,,,1,,,1,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,860,,,,,,,,,,,,,,,,,,NON,,,,,,1,1,1,,,,,,Li Zhaoxing,,,,Vietnam,1,,1,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,VERB,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,5,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,860,,,,,,,,,,,,,,,,,,NON,,,,,,1,1,1,,,,,,China,,,,Vietnam,1,,,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,GPEGPE,,,,,,1,,,,VERB,1,,,,,,,,,,,,1,,,,,1,,,,,,,,pobj,,,,5,,,,,,,,,,,,nsubj,,3,,,,GPE,,,1,860,,,,,,,,,,,,1,,1,,,,NON,,,,,,,,,,1,,,,Vietnam,,,,China,,,,,,1,"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",,GPE,,,,
,,,,PERSONNORP,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,2,,1,,,,,,,,,,amod,,0,,,,NORP,,,,862,,,,,,,,,,,,,,,,,,LIV,,,,,,,,,,,,1,,Eduard A. Shevardnadze,,,,Soviet,,,,,,,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,PERSON,,,,
,,,,GPENORP,,,,,,1,,,,AUX,2,,,,,,,,,,,,,,,,,1,,,,,,,,dobj,1,,,5,,1,,,,,,,,,,amod,1,2,,,,NORP,,,1,862,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,1,,China,,,,Soviet,,,,,,1,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,AUX,2,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,4,,,,,,,,,,,,dobj,,1,,,,GPE,,,1,862,,,,,,,,,,,,,,,,,,NON,,,,,1,,1,,,,,,,Eduard A. Shevardnadze,,,,China,1,,1,,,1,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,PERSON,,,,
,,,,PERSONNORP,,,,,,,,,,AUX,7,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,9,,2,,,,,,,,,,amod,,1,,,2,NORP,,,1,862,,,,,,,,,1,,,,,,,,,NON,,,,,2,,1,1,,,,1,,Eduard A. Shevardnadze,,,,Chinese,1,,2,,,,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,PERSON,,,,
,,,,PERSONNORP,,,,,,,,,,VERB,2,,,,,,,,,,,,,,,,,1,,,,,,,,nsubj,,,1,5,1,1,,,,,,,,,,amod,,2,,,1,NORP,,,1,862,,,,,,,,,,,,,,,,,,NON,,,,,,,1,,,,,1,,Eduard A. Shevardnadze,,,,Chinese,,,,,,,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,PERSON,,,,
,,,,GPENORP,,,,,,1,,,,VERB,6,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,,,8,,2,,,,,,,,,,amod,,1,,,2,NORP,,,1,862,,,,,,,,,1,,,,,,,,,NON,,,,,1,,,1,,,,1,,China,,,,Chinese,1,,1,,,,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,GPE,,,,
,,,,GPENORP,,,,,,1,,,,VERB,2,,,,,,,,,,,,,,,,,1,,,,,,,,dobj,1,,1,6,1,1,,,,,,,,,,amod,1,3,,,1,NORP,,,1,862,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,1,,China,,,,Chinese,,,,,,,"Soviet Foreign Eduard A. Shevardnadze is to visit China next month to pave the way for the first Chinese-Soviet summit in 30 years , Chinese television reported Monday .",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,2,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,871,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,1,,,,,,Li,,,,Beijing,,,,,,1,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,VERB,2,,,,,,,,,,,,1,,,,1,,,,,,,,,pobj,,,,5,,,,,,,,,,,,poss,,2,,,1,GPE,,,1,871,,,,,,,,,,,,1,,,,,,NON,,,,,,,,,,1,,,,Beijing,,,,China,1,,,,,1,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",,GPE,,,,
,,,,GPEGPE,,,,,,1,,,1,VERB,2,,,,,,,,,,,,,,1,,,,1,,,,,,,poss,,,,5,,,,,,,,,,,,pobj,,2,,,,GPE,,,1,871,,,,,,,,,,1,,,,,,,,NON,,,,,,,,1,,,,,,China,,,,Beijing,,,,,,1,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",,GPE,,,,
,,,,GPENORP,,,,,,,,,,VERB,8,,,,,,,,,,,,1,,2,,,1,2,,,,,,,pobj,,,,11,,1,,,,,,,,,,amod,,2,,,4,NORP,,,1,871,,,,,,,,,,,,1,,,,,,NON,,,,,,1,,2,,1,,1,,Beijing,,,,Cambodian,1,,,,,,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",1,GPE,,,,
,,,,GPENORP,,,,,,,,,,VERB,5,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,,,,8,,1,,,,,,,,,,amod,,2,,,2,NORP,,,1,871,,,,,,,,,,,,1,,,,,,NON,,,,,,1,,1,,1,,1,,Beijing,,,,Vietnamese,1,,,,,,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",1,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,2,,,,,,,,,,,,,,,,1,,,,,,,,,nsubj,,,,4,,,,,,,,,,,,poss,,1,,,1,GPE,,,1,871,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,,,,,,,Li,,,,China,1,,,,,1,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",,PERSON,,,,
,,,,PERSONNORP,,,,,,,,,,VERB,8,,,,,,,,,,,,,,2,,,1,2,,,,,,,nsubj,,,,10,,1,,,,,,,,,,amod,,1,,,4,NORP,,,1,871,,,,,,,,,,,,,,,,,,NON,,,,,,1,1,2,,,,1,,Li,,,,Cambodian,1,,,,,,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",1,PERSON,,,,
,,,,PERSONNORP,,,,,,,,,,VERB,5,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,7,,1,,,,,,,,,,amod,,1,,,2,NORP,,,1,871,,,,,,,,,,,,,,,,,,NON,,,,,,1,1,1,,,,1,,Li,,,,Vietnamese,1,,,,,,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",1,PERSON,,,,
,,,,GPENORP,,,,,,,,,,NOUN,7,,,,,,,,,,,,,,2,,,1,2,,,,,,,poss,,,,9,,1,,,,,,,,,,amod,,1,,,3,NORP,,,1,871,,,,,,,,,,1,,,,,,,,NON,,,,,,1,,2,,,,1,,China,,,,Cambodian,,,,,,,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",1,GPE,,,,
,,,,GPENORP,,,,,,,,,,NOUN,4,,,,,,,,,,,,,,1,,,,1,,,,,,,poss,,,,6,,1,,,,,,,,,,amod,,1,,,1,NORP,,,1,871,,,,,,,,,,1,,,,,,,,NON,,,,,,1,,1,,,,1,,China,,,,Vietnamese,,,,,,,"In Beijing Thursday , spokesman Li repeated China 's position that the key to the solution of the Cambodian conflict ` ` lies in the genuine and complete Vietnamese troop withdrawal at the earliest possible date and effective international supervision. ' '",1,GPE,,,,
,,,,ORGGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,compound,,,,8,,,,,,,,,,,,poss,,3,,,,GPE,,,1,873,,,,,,,,,,,,1,,1,,,1,NON,,,,,,1,,1,,1,,,,Khmer Rouge,,,,Cambodia,,,,1,,1,"During that time , an estimated 2 million of Cambodia 's 8 million people died from Khmer Rouge executions , famine and civil unrest .",,ORG,,,,
,,1,,ORGGPE,,,,,,,,,,VERB,10,1,,,,,,,,,,,,,3,,,,4,,,1,,,,nsubj,,,,12,,,,,,,,,,,,pobj,,1,,,1,GPE,,,1,878,1,,1,,,,,,,,,,,,,,,NON,,,,,,1,1,4,,,,,,FBI,,,,the United States,,,,,,1,"The odds of becoming a murder victim are five times greater for non-white males born now than for the overall population of the United States , the FBI said Thursday .",1,ORG,,,,
