dep-left-xcomp-deps,dep-right-vbp-tags,dep-left-md-tags,dep-right-jjs-tags,dep-left-conj-deps,ent2,dep-right-vb-tags,dep-left-vb-tags,dep-left-dep-deps,dep-left-relcl-deps,dep-left-cd-tags,ent1-type,dep-left-det-deps,dep-right-vbz-tags,dep-left-vbd-tags,dep-left-parataxis-deps,label,dep-right-punct-deps,dep-left-npadvmod-deps,dep-left-compound-deps,dep-right-agent-deps,dep-right-intj-deps,dep-left-pobj-deps,dep-dist,head-tag,dep-left-dist,dep-left-vbg-tags,ent1-dep,dep-right-rb-tags,dep-left-nsubjpass-deps,dep-left-``-tags,dep-right-appos-deps,dep-right-npadvmod-deps,dep-right-oprd-deps,dep-right-xcomp-deps,dep-right-nns-tags,dep-right-''-tags,dep-right-vbg-tags,dep-right-nmod-deps,dep-right-nnp-tags,dep-left-dt-tags,dep-right-det-deps,dep-left-acl-deps,dep-right-prep-deps,dep-right-conj-deps,dep-left-vbn-tags,dep-right-nsubjpass-deps,dep-right-poss-deps,dep-right-advmod-deps,dep-right-advcl-deps,dep-left-jjs-tags,dep-left-poss-deps,dep-left-nnps-tags,dep-left-pcomp-deps,dep-right-md-tags,dep-left-nnp-tags,dep-right-cd-tags,dep-right-dt-tags,sent,dep-right-in-tags,dep-left-attr-deps,dep-left-advcl-deps,dep-left-jj-tags,dep-left-amod-deps,dep-left-nsubj-deps,dep-right-acomp-deps,ent2-type,dep-left-:-tags,dep-right-ccomp-deps,dep-right-dep-deps,dep-left-vbz-tags,dep-left-prp-tags,dep-right-attr-deps,dep-right-jj-tags,dep-right-nn-tags,dep-right-vbd-tags,dep-left-dative-deps,concatenated-types,dep-left-csubj-deps,dep-left-rb-tags,dep-left-acomp-deps,"dep-left-,-tags",dep-right-dobj-deps,dep-left-dobj-deps,dep-left-intj-deps,dep-left-appos-deps,dep-right-nummod-deps,dep-right-relcl-deps,dep-right-nnps-tags,dep-right-pobj-deps,dep-left-ccomp-deps,dep-left-vbp-tags,ent1,dep-left-in-tags,"dep-right-,-tags",dep-left-jjr-tags,dep-left-prep-deps,dep-right-vbn-tags,dep-right-:-tags,dep-right-parataxis-deps,ent2-dep,dep-left-agent-deps,dep-right-dist,dep-right-csubj-deps,dep-right-``-tags,dep-right-nsubj-deps,dep-left-oprd-deps,dep-left-advmod-deps,dep-right-pcomp-deps,dep-left-nmod-deps,id,dep-left-nn-tags,dep-left-nns-tags,dep-right-compound-deps,dep-right-acl-deps,dep-left-punct-deps 
,,,,7,Southwest,,,,,,PERSON,,,,,NON,,,,,,,11,VERB,9,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,LOC,,,,,,,,,,,PERSONLOC,,,,,,,,,,,,,1,1,Fred Farrar,,,,,,,,conj,,1,,,1,,,,,1200,,,,,
,,,,8,United,,,,,,PERSON,,,,,NON,,,,,,,12,VERB,10,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,1,1,Fred Farrar,,,,,,,,conj,,1,,,1,,,,,1200,,,,,
,,,,9,U.S. Air,,,,,,PERSON,,,,,NON,,,,,,,13,VERB,11,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,1,1,Fred Farrar,,,,,,,,conj,,1,,,1,,,,,1200,,,,,
,,,,,Aloha,,,,,,ORG,,,,,NON,,,,,,,6,VERB,2,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,1,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,,,,,ORG,,,,,,,,1,,,ORGORG,,,,,,,,,,,,,1,1,FAA,,,,,,,,attr,,3,,,1,,,,,1200,,,1,,
,1,,,,FAA,,,,,,ORG,,,,,NON,,,1,,,,6,VERB,3,,attr,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,1,,ORG,,1,,,,1,,,,,ORGORG,,,,,,,,1,,,,,,,Aloha,,,,,,,,compound,,2,,,,,,,,1200,1,,,,
,,,,1,America West,,,,,,ORG,,,,,NON,,,,,,,7,VERB,3,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,2,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,,,,,GPE,,,,,,,,1,,,ORGGPE,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,2,American,,,,,,ORG,,,,,NON,,,,,,,8,VERB,4,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,2,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,NORP,,,,,,,,1,,,ORGNORP,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,3,Continental,,,,,,ORG,,,,,NON,,,,,,,9,VERB,5,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,3,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,NORP,,,,,,,,1,,,ORGNORP,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,4,Delta,,,,,,ORG,,,,,NON,,,,,,,10,VERB,6,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,4,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,LOC,,,,,,,,1,,,ORGLOC,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,5,Orion,,,,,,ORG,,,,,NON,,,,,,,11,VERB,7,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,5,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,GPE,,,,,,,,1,,,ORGGPE,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,6,Piedmont,,,,,,ORG,,,,,NON,,,,,,,12,VERB,8,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,6,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,GPE,,,,,,,,1,,,ORGGPE,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,7,Southwest,,,,,,ORG,,,,,NON,,,,,,,13,VERB,9,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,7,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,LOC,,,,,,,,1,,,ORGLOC,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,8,United,,,,,,ORG,,,,,NON,,,,,,,14,VERB,10,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,8,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,GPE,,,,,,,,1,,,ORGGPE,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,,,,9,U.S. Air,,,,,,ORG,,,,,NON,,,,,,,15,VERB,11,,compound,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,9,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,1,,1,,,,ORG,,,,,,,,1,,,ORGORG,,,,,,,,,,,,,1,1,FAA,,,,,,,,conj,,3,,,1,,,,,1200,,,1,,
,1,,,,FAA,,,,,,ORG,,,,,NON,,,1,,,,15,VERB,3,,conj,,,,,,,,,,,,9,,,,,9,,,,,,,,,,,2,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,1,,ORG,,1,,,,1,1,,,,ORGORG,,,,,,,,1,,,,,,,U.S. Air,,,,,,,,compound,,11,,,,,,,,1200,1,,,,
,,,,1,America West,,,,,,ORG,,,,,NON,,,,,,,2,PROPN,1,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,2,American,,,,,,ORG,,,,,NON,,,,,,,3,PROPN,2,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,NORP,,,,,,,,,,,ORGNORP,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,3,Continental,,,,,,ORG,,,,,NON,,,,,,,4,PROPN,3,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,NORP,,,,,,,,,,,ORGNORP,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,4,Delta,,,,,,ORG,,,,,NON,,,,,,,5,PROPN,4,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,LOC,,,,,,,,,,,ORGLOC,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,5,Orion,,,,,,ORG,,,,,NON,,,,,,,6,PROPN,5,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,6,Piedmont,,,,,,ORG,,,,,NON,,,,,,,7,PROPN,6,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,7,Southwest,,,,,,ORG,,,,,NON,,,,,,,8,PROPN,7,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,LOC,,,,,,,,,,,ORGLOC,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,8,United,,,,,,ORG,,,,,NON,,,,,,,9,PROPN,8,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,9,U.S. Air,,,,,,ORG,,,,,NON,,,,,,,10,PROPN,9,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,ORG,,,,,,,,,,,ORGORG,,,,,,,,,,,,,,,Aloha,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,Aloha,,,,,,ORG,,,,,NON,,,,,,,10,PROPN,0,,conj,,,,,,,,,,,,8,,,,,9,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,ORG,,,,,,,1,,,,ORGORG,,,,,,,,,,,,,,,U.S. Air,,,,,,,,attr,,9,,,,,,,,1200,,,,,
,,,,1,American,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,1,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,America West,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,2,Continental,,,,,,GPE,,,,,NON,,,,,,,3,PROPN,2,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,America West,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,4,Orion,,,,,,GPE,,,,,NON,,,,,,,5,PROPN,4,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,America West,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,America West,,,,,,GPE,,,,,NON,,,,,,,5,PROPN,0,,conj,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,1,,,,GPEGPE,,,,,,,,,,,,,,,Orion,,,,,,,,conj,,4,,,,,,,,1200,,,,,
,,,,5,Piedmont,,,,,,GPE,,,,,NON,,,,,,,6,PROPN,5,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,America West,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,America West,,,,,,GPE,,,,,NON,,,,,,,6,PROPN,0,,conj,,,,,,,,,,,,4,,,,,5,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,1,,,,GPEGPE,,,,,,,,,,,,,,,Piedmont,,,,,,,,conj,,5,,,,,,,,1200,,,,,
,,,,7,United,,,,,,GPE,,,,,NON,,,,,,,8,PROPN,7,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,1,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,America West,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,America West,,,,,,GPE,,,,,NON,,,,,,,8,PROPN,0,,conj,,,,,,,,,,,,6,,,,,7,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,1,,,,GPEGPE,,,,,,,,,,,,,,,United,,,,,,,,conj,,7,,,,,,,,1200,,,,,
,,,,,America West,,,,,,ORG,,,,,NON,,,,,,,9,PROPN,0,,conj,,,,,,,,,,,,7,,,,,8,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,1,,,,ORGGPE,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,8,,,,,,,,1200,,,,,
,,,,,American,,,,,,GPE,,,,,NON,,,,,,,4,ADJ,0,,conj,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,Orion,,,,,,,,conj,,3,,,,,,,,1200,,,,,
,,,,,American,,,,,,GPE,,,,,NON,,,,,,,5,ADJ,0,,conj,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,Piedmont,,,,,,,,conj,,4,,,,,,,,1200,,,,,
,,,,,American,,,,,,GPE,,,,,NON,,,,,,,7,ADJ,0,,conj,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,United,,,,,,,,conj,,6,,,,,,,,1200,,,,,
,,,,,American,,,,,,ORG,,,,,NON,,,,,,,8,ADJ,0,,conj,,,,,,,,,,,,7,,,,,7,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,ORGNORP,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,7,,,,,,,,1200,,,,,
,,,,,Continental,,,,,,GPE,,,,,NON,,,,,,,3,PROPN,0,,conj,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,Orion,,,,,,,,conj,,2,,,,,,,,1200,,,,,
,,,,,Continental,,,,,,GPE,,,,,NON,,,,,,,4,PROPN,0,,conj,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,Piedmont,,,,,,,,conj,,3,,,,,,,,1200,,,,,
,,,,,Continental,,,,,,GPE,,,,,NON,,,,,,,6,PROPN,0,,conj,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,GPENORP,,,,,,,,,,,,,,,United,,,,,,,,conj,,5,,,,,,,,1200,,,,,
,,,,,Continental,,,,,,ORG,,,,,NON,,,,,,,7,PROPN,0,,conj,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,NORP,,,,,,,,,,,ORGNORP,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,6,,,,,,,,1200,,,,,
,,,,,Delta,,,,,,ORG,,,,,NON,,,,,,,6,PROPN,0,,conj,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,LOC,,,,,,,,,,,ORGLOC,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,5,,,,,,,,1200,,,,,
,,,,1,Piedmont,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,1,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Orion,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,Orion,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,0,,conj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Piedmont,,,,,,,,conj,,1,,,,,,,,1200,,,,,
,,,,3,United,,,,,,GPE,,,,,NON,,,,,,,4,PROPN,3,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Orion,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,Orion,,,,,,GPE,,,,,NON,,,,,,,4,PROPN,0,,conj,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,United,,,,,,,,conj,,3,,,,,,,,1200,,,,,
,,,,,Orion,,,,,,ORG,,,,,NON,,,,,,,5,PROPN,0,,conj,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,4,,,,,,,,1200,,,,,
,,,,2,United,,,,,,GPE,,,,,NON,,,,,,,3,PROPN,2,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Piedmont,,,,,,,,conj,,0,,,,,,,,1200,,,,,
,,,,,Piedmont,,,,,,GPE,,,,,NON,,,,,,,3,PROPN,0,,conj,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,United,,,,,,,,conj,,2,,,,,,,,1200,,,,,
,,,,,Piedmont,,,,,,ORG,,,,,NON,,,,,,,4,PROPN,0,,conj,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,3,,,,,,,,1200,,,,,
,,,,,Southwest,,,,,,ORG,,,,,NON,,,,,,,3,PROPN,0,,conj,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,LOC,,,,,,,,,,,ORGLOC,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,2,,,,,,,,1200,,,,,
,,,,,United,,,,,,ORG,,,,,NON,,,,,,,2,PROPN,0,,conj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"Fred Farrar , another FAA spokesman , said airlines flying the 737-300s are Aloha , America West , American , Continental , Delta , Orion , Piedmont , Southwest , United and U.S. Air .",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,U.S. Air,,,,,,,,conj,,1,,,,,,,,1200,,,,,
,,,,,the Air Line Pilots Association,,,,,,PERSON,,,,,WRK,,,,,,1,4,PROPN,3,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"John Mazor , spokesman for the Air Line Pilots Association , said he could not recall a specific incident of cross-wiring , but added , ` ` It is not unheard of for brand new aircraft to come off the assembly line with wires crossed or systems improperly configured. ' '",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,John Mazor,1,,,1,,,,pobj,,0,,,,,,,,1203,1,,,,
,,,,,GE,,,,,,ORG,,1,1,1,NON,,,2,,,,12,VERB,4,,poss,,,,,,,,,,,,1,,,,2,,,,1,,,,,,,,2,,,"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",2,,,,,1,,ORG,,,,,,,,3,,,ORGORG,,,,,1,,,,,1,,2,,,Navy,,,,,,,,compound,,7,,,,,,,,1209,1,,,,
,,,,,Navy,,,,1,,ORG,,,,,NON,,,,,,2,12,VERB,7,,compound,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",,,,,,,,ORG,,,,1,,,,1,1,,ORGORG,,,,,,1,,,,,,,,,GE,2,,,2,,,1,poss,,4,,,1,,,,,1209,3,,2,,
